Black Art Plus, http://blackartplus.com/, 39.963353, -82.981771
William H Thomas Gallery, http://www.galleryinthehood.com/, 39.960739, -82.965782
Streetlight Guild, http://www.streetlightguild.org/, 39.957620, -82.962736
Ohio Black Dance, http://ohioblackdance.org/contact/, 40.068788, -82.975177
