Sole Classics, https://soleclassics.com/, 39.979828, -83.003739
Battiste LaFleur Galleria, https://www.battisteflower.com/, 39.967385, -82.979084
Yelo Aple, https://www.yeloaple.com/, 39.962839, -82.981345
Starstruk Apparel, http://www.starstrukapparel.com/, 39.955669, -82.800809
Chunky Armadillo Boutique, http://www.chunkyarmadillo.com/, 39.977404, -83.003304
